pid,operator
10340450,"Keihanshin Building Co., Ltd."
10341778,
10362071,"Cogent Communications Holdings, Inc."
10338518,"DataBank Holdings, Ltd."
10183896,"Expedient Holdings USA, LLC"
10339498,COPT Defense Properties
10205236,COPT Defense Properties
10362073,"Cogent Communications Holdings, Inc."
10317638,"Shenzhen Powerleader Technology Co., Ltd."
10167453,
10340171,Fuji Soft Incorporated
10352750,"China United Network Communications Group Co., Ltd."
10349934,Reliance Communications Limited
10352744,"China United Network Communications Group Co., Ltd."
10349278,"QTS Realty Trust, LLC"
10339424,"CTI Liquidation Co., Inc."
10205235,COPT Defense Properties
10317639,"Shenzhen Powerleader Technology Co., Ltd."
10349795,TPG Telecom Limited
10341786,
10341789,
10259475,"Cogent Communications Holdings, Inc."
10362072,"Cogent Communications Holdings, Inc."
10339479,COPT Defense Properties
10183599,"Equinix, Inc."
10339449,COPT Defense Properties
10338517,TulsaConnect LLC
10343568,"Meta Platforms, Inc."
10343565,"Meta Platforms, Inc."
10183895,"Expedient Holdings USA, LLC"
10259687,"Expedient Holdings USA, LLC"
10349933,Reliance Communications Limited
10349561,Skali Group
10349560,Safehouse Cloud Pte Ltd
10341924,GridWay Computing Corporation
10343572,"Meta Platforms, Inc."
10343552,Alphabet Inc.
10181604,EdgeConneX
10181610,EdgeConneX
10340491,"Esite Systems, LLC"
10341821,Sabey Data Center Properties LLC
10362081,"Cogent Communications Holdings, Inc."
10341940,"Deer Valley Data, LLC"
10341824,Sabey Data Center Properties LLC
10349800,Colocity Pty Ltd
10349555,NTT Global Data Centers Preparatory Corporation
10185434,"Switch, Inc."
10179948,"Cogent Communications Holdings, Inc."
10187093,"Aligned Data Centers (Phoenix), LLC"
10320422,EdgeConneX
10339430,Oneneck It Solutions LLC
10339432,Verizon Communications Inc.
10185581,Sify Technologies Limited
10317629,Efly S.R.O.
10185479,CyrusOne Inc.
10341829,Sabey Data Center Properties LLC
10259659,"Aligned Data Centers (Phoenix), LLC"
10343548,Alphabet Inc.
10362082,"Cogent Communications Holdings, Inc."
10362083,"Cogent Communications Holdings, Inc."
10181616,EdgeConneX
10341944,
10341976,"Pathway Communications, Inc."
10340776,Mitsubishi Electric Information Network Corporation
10186923,"Vantage Data Centers Management Company, LLC"
10036079,KDDI Corporation
10340208,Fujitsu Limited
10317635,Fujitsu Limited
10317632,Etrunk Technologies Inc
10341817,cloudHQ LLC
10349558,AIMS Data Centre Sdn Bhd
10340783,"Mitsubishi Research Institute, Inc."
10339250,cloudHQ LLC
10343560,Microsoft Corporation
10167502,Alphabet Inc.
10362076,"Cogent Communications Holdings, Inc."
10167424,"Compass Datacenters, LLC"
10186922,"Vantage Data Centers Management Company, LLC"
10339228,cloudHQ LLC
10340510,cloudHQ LLC
10341811,"EdgeCore Internet Real Estate, LLC"
10247867,"Digital Realty Trust, Inc."
10349797,CDC Data Centres Pty Ltd
10362077,"Cogent Communications Holdings, Inc."
10352741,"China United Network Communications Group Co., Ltd."
10349798,CDC Data Centres Pty Ltd
10349557,Telstra Group Limited
10349556,Bridge Data Centres (International) Pte. Ltd.
10349799,CDC Data Centres Pty Ltd
10181612,EdgeConneX
10340498,PowerHouse Data Centers
10340495,"Rackhouse Group, LLC"
10340242,Fujitsu Limited
10340780,Mitsubishi Electric Information Network Corporation
10362080,"Cogent Communications Holdings, Inc."
10338951,"Lumen Technologies, Inc."
10163839,Mapletree Industrial Trust
10340458,"NCI Systems Integration, Inc."
10352737,China Telecom Corporation Limited
10340507,cloudHQ LLC
10349936,Reliance Communications Limited
10341934,eStruxture Data Centers Inc.
10341936,"Cologix, Inc."
10340503,cloudHQ LLC
10343554,Apple Inc.
10340501,cloudHQ LLC
10343062,KDDI Corporation
10362078,"Cogent Communications Holdings, Inc."
10362079,"Cogent Communications Holdings, Inc."
10202440,"Equinix, Inc."
10181594,EdgeConneX
10343556,"Amazon.com, Inc."
10340455,"Keihanshin Building Co., Ltd."
10349937,Reliance Communications Limited
10183897,"Expedient Holdings USA, LLC"
10362058,"Simple Helix, LLC"
10363594,COPT Defense Properties
10341734,
10338495,Flexential Inc.
10133729,CoreSite Realty Corporation
10181713,"Switch, Inc."
10362057,"Peace Communications, LLC"
10343595,Microsoft Corporation
10338497,Data3 Corporation
10317651,China Mobile Limited
10320486,"LightEdge Solutions, Inc."
10341744,"EdgeCore Internet Real Estate, LLC"
10343593,"Amazon.com, Inc."
10341736,"QTS Realty Trust, LLC"
10339387,Windstream Holdings Inc.
10339390,Windstream Holdings Inc.
10320489,"Equinix, Inc."
10163426,COPT Defense Properties
10341740,"Vantage Data Centers Management Company, LLC"
10362013,Teliti International Ltd.
10362059,South Front Networks
10362060,South Front Networks
10349792,TPG Telecom Limited
10174216,COPT Defense Properties
10340092,Cuden Infocom
10341731,NTT Global Data Centers Preparatory Corporation
10352760,China Telecom Corporation Limited
10097528,Mapletree Industrial Trust
10341717,"Stream Data Centers, L.P."
10180517,"Digital Realty Trust, Inc."
10362053,Fort Rock Data Center
10320502,"Otava, LLC"
10339381,"NOCIX, LLC"
10340058,Cuden Infocom
10341921,Harbour Centre
10340798,NEC Corporation
10339746,Alphabet Inc.
10317539,China Mobile Limited
10317653,China Mobile Limited
10339383,NetStandard Inc.
10339385,"QTS Realty Trust, LLC"
10184599,Oneneck It Solutions LLC
10349925,Nxtra Data Limited
10349926,Nxtra Data Limited
10219289,CyrusOne Inc.
10362056,"On-Ramp Indiana, Inc."
10340436,KDDI Corporation
10341729,"Compass Datacenters, LLC"
10175182,CyrusOne Inc.
10343600,"Meta Platforms, Inc."
10340293,"Digital Realty Trust, Inc."
10341722,"Aligned Data Centers (Phoenix), LLC"
10343599,Alphabet Inc.
10349790,Patimas Computers Berhad
10341726,"Aligned Data Centers (Phoenix), LLC"
10362054,High Speed Web Inc
10349791,Tsg International Limited
10338493,Flexential Inc.
10349569,TM ONE Berhad
10349568,TM ONE Berhad
10340263,"Digital Realty Trust, Inc."
10320496,CenterPoint Properties Trust
10092804,CyrusOne Inc.
10362055,Sunbreak Electronics
10343589,"Meta Platforms, Inc."
10340438,"Keihanshin Building Co., Ltd."
10105521,"STACK Infrastructure, Inc."
10341767,"Aligned Data Centers (Phoenix), LLC"
10119623,COPT Defense Properties
10352752,"China United Network Communications Group Co., Ltd."
10340113,"Energia Communications,Inc."
10340139,"Energia Communications,Inc."
10362066,"Cogent Communications Holdings, Inc."
10320467,"Evocative, Inc."
10343580,"Meta Platforms, Inc."
10163427,COPT Defense Properties
10343574,"Meta Platforms, Inc."
10320464,"Virtustream, Inc."
10139117,COPT Defense Properties
10341775,CyrusOne Inc.
10339717,Microsoft Corporation
10120872,CyrusOne Inc.
10147857,COPT Defense Properties
10191909,"Blackstone Real Estate Income Trust, Inc."
10362070,"Cogent Communications Holdings, Inc."
10320461,"Virtustream, Inc."
10338514,TulsaConnect LLC
10362067,"Cogent Communications Holdings, Inc."
10362069,"Cogent Communications Holdings, Inc."
10349562,CSF Group plc
10346555,"Tulsa Technology Center, Inc."
10183592,TPG Telecom Limited
10341769,"Aligned Data Centers (Phoenix), LLC"
10341772,"Aligned Data Centers (Phoenix), LLC"
10338510,TulsaConnect LLC
10340448,"Keihanshin Building Co., Ltd."
10362068,"Cogent Communications Holdings, Inc."
10340787,NEC Corporation
10349932,Reliance Communications Limited
10167335,NTT Global Data Centers Preparatory Corporation
10317645,"VNET Group, Inc."
10317642,"Shenzhen Powerleader Technology Co., Ltd."
10095852,"Netrality Property Trust, LLC"
10185096,"fifteenfortyseven Critical Systems Realty, LLC"
10349563,Strateq Systems Sdn Bhd
10349931,Reliance Communications Limited
10339411,1623 Farnam
10338500,Isocentric Ltd
10317649,China Mobile Limited
10340793,NEC Corporation
10349793,TPG Telecom Limited
10184159,"LightEdge Solutions, Inc."
10349927,Nxtra Data Limited
10343586,"Meta Platforms, Inc."
10349928,Nxtra Data Limited
10234262,"Iron Mountain Data Centers, LLC"
10339393,"Binary Net, LLC"
10362061,"Cogent Communications Holdings, Inc."
10352755,"Guangzhou Boda Data Technology Co., Ltd."
10362062,"Cogent Communications Holdings, Inc."
10349566,AIMS Data Centre Sdn Bhd
10174215,COPT Defense Properties
10149590,COPT Defense Properties
10352758,"China United Network Communications Group Co., Ltd."
10341131,"Digital Realty Trust, Inc."
10320483,"Hunt Midwest Enterprises, Inc."
10167426,Scott Data Center
10340790,NEC Corporation
10349267,NTT Global Data Centers Preparatory Corporation
10339408,Verizon Communications Inc.
10134586,COPT Defense Properties
10183671,Alphabet Inc.
10317647,China Mobile Limited
10343582,"Meta Platforms, Inc."
10340444,"Keihanshin Building Co., Ltd."
10362065,"Cogent Communications Holdings, Inc."
10341760,NTT Global Data Centers Preparatory Corporation
10341764,"QTS Realty Trust, LLC"
10320470,"Data Concepts, Inc."
10340442,"Keihanshin Building Co., Ltd."
10178024,"DataBank Holdings, Ltd."
10178023,"DataBank Holdings, Ltd."
10349564,Strateq Systems Sdn Bhd
10180281,COPT Defense Properties
10349929,Nxtra Data Limited
10349930,Nxtra Data Limited
10339402,"Binary Net, LLC"
10339405,Verizon Communications Inc.
10183603,TPG Telecom Limited
10349794,TPG Telecom Limited
10341754,"QTS Realty Trust, LLC"
10362063,"Cogent Communications Holdings, Inc."
10362064,"Cogent Communications Holdings, Inc."
73976,"Blackstone Real Estate Income Trust, Inc."
10339698,"Blackstone Real Estate Income Trust, Inc."
10341757,NTT Global Data Centers Preparatory Corporation
10338502,OCOSA Data Center
10338506,"Rack59, Llc"
10349565,AIMS Data Centre Sdn Bhd
10340267,HBA Corporation
10341947,MTS Data Centres
10349544,Bridge Data Centres (International) Pte. Ltd.
10341918,"New York Internet, Inc."
10343508,"Meta Platforms, Inc."
10158535,CyrusOne Inc.
10362088,"Cogent Communications Holdings, Inc."
10223872,"DataBank Holdings, Ltd."
10341275,TELUS Corporation
10340527,CoreSite Realty Corporation
10184230,KDDI Corporation
10349810,NEXTDC Limited
10062033,Menlo Equities VI LP
10340398,"Vantage Data Centers Management Company, LLC"
10317599,China Mobile Limited
10340542,
10342029,Rigstar Communications Inc
10338939,"Lumen Technologies, Inc."
10342031,ServicePoint
10259491,"Cogent Communications Holdings, Inc."
10259515,"Cogent Communications Holdings, Inc."
10160280,CyrusOne Inc.
10142898,CyrusOne Inc.
10247444,"TierPoint, LLC"
10338549,
10339412,Microsoft Corporation
10259527,"Cogent Communications Holdings, Inc."
10340754,KDDI Corporation
10340348,Mitani Sangyo K.K.
10341662,"Compass Datacenters, LLC"
10259502,"Cogent Communications Holdings, Inc."
10341293,Urbacon Limited
10129179,"Digital Realty Trust, Inc."
10340416,CyrusOne Inc.
10341903,Terra Venture Partners
10317857,"VNET Group, Inc."
10349545,AIMS Data Centre Sdn Bhd
10343516,Microsoft Corporation
10061932,CyrusOne Inc.
10317602,Hotwon Group
10341914,CoreSite Realty Corporation
10352716,China Telecom Corporation Limited
10352714,GZ IDC
10340476,NTT Global Data Centers Preparatory Corporation
10202432,"Equinix, Inc."
10163636,CyrusOne Inc.
10317855,700 LLC
10338547,Mapletree Industrial Trust
10340479,Panasonic Holdings Corporation
10259518,"Cogent Communications Holdings, Inc."
10183589,Servers Australia Pty Ltd
10259532,"Cogent Communications Holdings, Inc."
10320387,"STACK Infrastructure, Inc."
10053897,CyrusOne Inc.
10341909,Sabey Data Center Properties LLC
10246397,"DataBank Holdings, Ltd."
10259522,"Cogent Communications Holdings, Inc."
10125341,"Equinix, Inc."
10342021,Nucleus Networks Inc.
10181605,EdgeConneX
10340411,"Rackhouse Group, LLC"
10172483,"Equinix, Inc."
10343514,"Meta Platforms, Inc."
10343511,"Meta Platforms, Inc."
10349809,HPC Data Centres
10342019,Happier It
10340417,CyrusOne Inc.
10346509,"QTS Realty Trust, LLC"
10184229,KDDI Corporation
10349814,On Q Communications Limited
10343494,Microsoft Corporation
10340376,TMBG Inc.
10320361,"Rackhouse Group, LLC"
10340440,NEC Corporation
10259538,"Cogent Communications Holdings, Inc."
10342046,"Vantage Data Centers Management Company, LLC"
10317592,"Dalian Wanda Group Co.,Ltd."
10349539,Bridge Data Centres (International) Pte. Ltd.
10340487,TIS Inc.
10317872,China Mobile Limited
10317874,China Mobile Limited
10340490,"Keihanshin Building Co., Ltd."
10183898,"Expedient Holdings USA, LLC"
10362091,"TNT Properties, Inc."
10343487,"Amazon.com, Inc."
10340670,TA Realty LLC
10346496,"STACK Infrastructure, Inc."
10340695,"Vantage Data Centers Management Company, LLC"
10346841,"EPB, Chattanooga"
10346273,Sabey Data Center Properties LLC
10247446,"TierPoint, LLC"
10317589,"Guangzhou Boda Data Technology Co., Ltd."
10167437,"Lumen Technologies, Inc."
10352700,China Telecom Corporation Limited
10338563,"Lumen Technologies, Inc."
10343077,"Compass Datacenters, LLC"
10167841,CoreSite Realty Corporation
10340590,"STACK Infrastructure, Inc."
10343492,"Amazon.com, Inc."
10342050,Webfire Internet Services
10227058,"Iron Mountain Data Centers, LLC"
10340369,"Iron Mountain Data Centers, LLC"
10259537,"Cogent Communications Holdings, Inc."
10259501,"Cogent Communications Holdings, Inc."
10246371,Sabey Data Center Properties LLC
10339321,Microsoft Corporation
10349543,AIMS Data Centre Sdn Bhd
10338936,"Lumen Technologies, Inc."
10340480,"Keihanshin Building Co., Ltd."
10340482,SoftBank Group Corp.
10349811,Internode Pty Ltd
10053365,"World Class Holding Company, LLC"
10340391,"Aligned Data Centers (Phoenix), LLC"
10320373,"Digital Realty Trust, Inc."
10341961,TeraGo Inc.
10338553,"Lumen Technologies, Inc."
10343505,"Amazon.com, Inc."
10343502,"Meta Platforms, Inc."
10340374,NEC Corporation
10340404,NEC Corporation
10259505,"Cogent Communications Holdings, Inc."
10259498,"Cogent Communications Holdings, Inc."
10058210,"Digital Realty Trust, Inc."
10317862,China Mobile Limited
10340567,"Omega Systems Consultants, Inc."
10342038,"Telecom Real Estate Services, LLC"
10340395,"Rackhouse Group, LLC"
10186854,eStruxture Data Centers Inc.
10349540,AIMS Data Centre Sdn Bhd
10317594,China Mobile Limited
10338558,Netactuate Inc.
10343500,"Amazon.com, Inc."
10343498,"Amazon.com, Inc."
10317866,China Mobile Limited
10317869,China Mobile Limited
10338929,"Lumen Technologies, Inc."
10184162,"LightEdge Solutions, Inc."
10340379,"QTS Realty Trust, LLC"
10259497,"Cogent Communications Holdings, Inc."
10259551,"LightEdge Solutions, Inc."
10349813,Logic Plus Pty. Ltd.
10343073,"STACK Infrastructure, Inc."
10349812,Inticon
10317596,China Mobile Limited
10338932,"Lumen Technologies, Inc."
10340382,Mapletree Singapore Industrial Trust
10349542,Bridge Data Centres (International) Pte. Ltd.
10349541,Hitachi Sunway Information Systems Sdn Bhd
10352709,"China United Network Communications Group Co., Ltd."
10342040,Hut 8 Mining Corp.
10352707,China Telecom Corporation Limited
10340751,KDDI Corporation
10362089,"TierPoint, LLC"
10343069,KDDI Corporation
10362090,"Tonaquint Data Centers, LLC"
10343065,"Equinix, Inc."
10342044,TNW Networks Corp.
10340388,"EdgeCore Internet Real Estate, LLC"
10036297,"Digital Realty Trust, Inc."
10341240,TeraGo Inc.
10340385,EdgeConneX
10340746,KDDI Corporation
10349546,
10338948,"Lumen Technologies, Inc."
10341854,"Rackhouse Group, LLC"
10343536,Alphabet Inc.
10362085,"Cogent Communications Holdings, Inc."
10259713,Flexential Inc.
10320407,Centeris Data Centers
10209058,NTT Global Data Centers Preparatory Corporation
10340466,Nippon Telegraph And Telephone West Corporation
10349551,Leapgreenity
10341865,"STACK Infrastructure, Inc."
10254306,Fujitsu Limited
10183672,Alphabet Inc.
10352728,China Telecom Corporation Limited
10362086,"Cogent Communications Holdings, Inc."
10341858,"QTS Realty Trust, LLC"
10342000,Harbour Centre
10349939,ST Telemedia
10159625,Mapletree Industrial Trust
10185504,"Netrality Property Trust, LLC"
10195180,"STACK Infrastructure, Inc."
10259482,"Cogent Communications Holdings, Inc."
10179928,"Cogent Communications Holdings, Inc."
10320405,"Switch, Inc."
10183236,
10340468,
10341995,"Bell Canada, Inc."
10352732,China Telecom Corporation Limited
10349554,MyTelehaus Sdn Bhd
10349801,Adisyn Ltd
10317626,"Guangzhou Boda Data Technology Co., Ltd."
10352736,"China United Network Communications Group Co., Ltd."
10340465,NS Solutions Corporation
10341952,"Lumen Technologies, Inc."
10343546,"Meta Platforms, Inc."
10343544,"Meta Platforms, Inc."
10341835,"Switch, Inc."
10349938,Sify Technologies Limited
10341839,"Vantage Data Centers Management Company, LLC"
10259495,"Cogent Communications Holdings, Inc."
10341985,EXA Infrastructure
10181613,EdgeConneX
10181597,StratITsphere Data Center Solutions LLC
10178035,"DataBank Holdings, Ltd."
10178034,"DataBank Holdings, Ltd."
10340463,"Nomura Research Institute, Ltd."
10362084,"Cogent Communications Holdings, Inc."
10341987,KDDI Corporation
10178033,"DataBank Holdings, Ltd."
10349552,"MaxisIT, Inc."
10343542,"Meta Platforms, Inc."
10349802,"DC West, LLC"
10343540,Microsoft Corporation
10259508,"Cogent Communications Holdings, Inc."
10349803,Escapenet
10349553,"Vantage Data Centers Management Company, LLC"
10317624,"Guangzhou Boda Data Technology Co., Ltd."
10320411,"Telecom Real Estate Services, LLC"
10339397,Ishikawa Computer Center Corporation
10341848,"Edged Energy, LLC"
10317621,"Daily-Tech Beijing Co., Ltd."
10341846,"Edged Energy, LLC"
10340473,"Equinix, Inc."
10341842,"Digital Realty Trust, Inc."
10340774,Mitsubishi Electric Information Network Corporation
10340769,"MC Digital Realty, Inc."
10259489,"Cogent Communications Holdings, Inc."
10259490,"Cogent Communications Holdings, Inc."
10340471,"MIDCON Data Services, LLC."
10185573,Sify Technologies Limited
10341033,KDDI Corporation
10320414,"ARK Data Centers, LLC"
10341991,Atlas Blockchain Group Inc.
10341993,TELUS Corporation
10341844,EdgeConneX
10341955,"NetAccess Systems, Inc."
10341958,"Lumen Technologies, Inc."
10185579,Sify Technologies Limited
10340757,"Digital Realty Trust, Inc."
10189620,"Equinix, Inc."
10340474,NTT Global Data Centers Preparatory Corporation
10341889,"Vantage Data Centers Management Company, LLC"
10340430,China Telecom Corporation Limited
10114483,Mapletree Industrial Trust
10352718,China Telecom Corporation Limited
10340325,Mirai Communication Network Inc.
10168460,CyrusOne Inc.
10174834,CoreSite Realty Corporation
10259496,"Cogent Communications Holdings, Inc."
