pid,provider
10339163,China Mobile Limited
10349732,NTT Global Data Centers Preparatory Corporation
10339156,China Mobile Limited
10339159,China Mobile Limited
10343709,Data Protectors
10362058,"Simple Helix, LLC"
10184234,KDDI Corporation
10340261,KDDI Corporation
10341211,"Digital Realty Trust, Inc."
10341191,"Compass Datacenters, LLC"
10343336,NourNet
10343705,Connect Datacenters
10259763,"STACK Infrastructure, Inc."
10362059,South Front Networks
10349733,Telstra Group Limited
10349734,VADS Berhad
10362060,South Front Networks
10201461,NTT Global Data Centers Preparatory Corporation
10341437,IDC Frontier Inc.
10259762,"STACK Infrastructure, Inc."
10148651,"QTS Realty Trust, LLC"
10343324,NashirNet
10343748,Enne Solutions B.V.
10362204,"STACK Infrastructure, Inc."
10362205,"STACK Infrastructure, Inc."
10362206,"QTS Realty Trust, LLC"
10362207,"QTS Realty Trust, LLC"
10341304,ESR Group Limited
10362208,"QTS Realty Trust, LLC"
10339304,ChinData Group
10362223,CyrusOne Inc.
10349802,"DC West, LLC"
10341308,Gaw Capital Partners
10362197,"Vantage Data Centers Management Company, LLC"
10362198,"Rowan Green Data, LLC"
10362199,Crane Data Centers Inc.
10362200,Crane Data Centers Inc.
10349359,Fujitsu Limited
10362201,"STACK Infrastructure, Inc."
10339299,China Telecom Corporation Limited
10362202,"STACK Infrastructure, Inc."
10362203,"STACK Infrastructure, Inc."
10339301,"China United Network Communications Group Co., Ltd."
10349801,Adisyn Ltd
10349803,Escapenet
10343581,Hellenic Telecommunications Organization S.A.
10362243,Valley Oak Partners LLC
10362244,"STACK Infrastructure, Inc."
10349806,Geraldton Data Centre
10362245,"Amazon.com, Inc."
10362248,GI Partners
10362249,"Amazon.com, Inc."
10363597,"Equinix, Inc."
10362242,
10343578,Hellenic Telecommunications Organization S.A.
10362224,Alphabet Inc.
10349354,Fujitsu Limited
10343815,Binary Racks Limited
10362225,Alphabet Inc.
10343833,Cenuta Telecommunication
10339307,ChinData Group
10362240,
10341301,ESR Group Limited
10341300,Princeton Digital Group (Singapore) Pte. Limited
10252095,"Equinix, Inc."
10362241,"Colovore, LLC"
10339311,"Fujian Douxun Technology Co., Ltd."
10339316,"Gangcheng Yunlian (Suzhou) Data System Co., Ltd"
10349805,Fujitsu Limited
10359790,Fujitsu Limited
10349347,Fujitsu Limited
10254306,Fujitsu Limited
10362250,"Arista Networks, Inc."
10341313,STT Global Data Centres India Private Limited
10340179,Fujitsu Limited
10340788,Netactuate Inc.
10339281,China Mobile Limited
10259520,"Cogent Communications Holdings, Inc."
10349795,TPG Telecom Limited
10343591,Telecom Italia Sparkle S.p.A.
10340785,"ScaleMatrix Holdings, Inc."
10250911,"Digital Realty Trust, Inc."
10349373,Spark New Zealand Limited
10343772,Center3
10247348,NTT Global Data Centers Preparatory Corporation
10339276,China Mobile Limited
10340799,EdgeConneX
10167335,NTT Global Data Centers Preparatory Corporation
10183599,TPG Telecom Limited
10341326,Yondr Group Holdings B.V.
10237523,"Hulic Co., Ltd."
10244833,"Cogent Communications Holdings, Inc."
10259486,"Cogent Communications Holdings, Inc."
10167215,Global Switch Holdings Limited
10340795,"Digital Realty Trust, Inc."
10343785,"Equinix, Inc."
10343806,BGDS Telekom
10340767,Iron Mountain Data Centers
10340764,Iron Mountain Data Centers
10339294,China Telecom Corporation Limited
10339298,China Telecom Corporation Limited
10349799,CDC Data Centres Pty Ltd
10349800,Colocity Pty Ltd
10343583,Hellenic Telecommunications Organization S.A.
10259523,"Cogent Communications Holdings, Inc."
10259546,"H5 Data Centers, LLC"
10340182,Fujitsu Limited
10177794,Flexential Inc.
10259507,"Cogent Communications Holdings, Inc."
10183811,"TierPoint, LLC"
10340782,Deep Edge
10349796,Australian Pacific Data Centres Pty Ltd
10339284,China Telecom Corporation Limited
10349369,Spark New Zealand Limited
10349364,Spark New Zealand Limited
10259529,"Cogent Communications Holdings, Inc."
10259521,"Cogent Communications Holdings, Inc."
10341315,Gaw Capital Partners
10340779,EdgeMicro Corp.
10339288,China Telecom Corporation Limited
10226737,"Equinix, Inc."
10222710,EdgeConneX
10339291,China Telecom Corporation Limited
10340773,"Cologix, Inc."
10231819,"Hulic Co., Ltd."
10341318,ESR Group Limited
10349797,CDC Data Centres Pty Ltd
10349798,CDC Data Centres Pty Ltd
10343588,Synapsecom Telecoms  S.A.
10343585,Synapsecom Telecoms  S.A.
10340777,GIGA Data Centers LLC
10259530,"Cogent Communications Holdings, Inc."
10362283,Crusoe Energy Systems LLC
10362284,CyrusOne Inc.
10362285,CyrusOne Inc.
10362286,CyrusOne Inc.
10362287,CyrusOne Inc.
10352369,CDC Data Centres Pty Ltd
10362288,CyrusOne Inc.
10352368,Vocus Group Limited
10183587,TPG Telecom Limited
10179536,"Equinix, Inc."
10352367,DXN Limited
10362277,CoreSite Realty Corporation
10250987,"Digital Realty Trust, Inc."
10362278,CoreSite Realty Corporation
10362279,CoreSite Realty Corporation
10362280,Crusoe Energy Systems LLC
10349815,Pacific Internet
10349816,DC Alliance LTD
10341282,Colt Data Centre Services UK Limited
10362281,Crusoe Energy Systems LLC
10179532,"Equinix, Inc."
10362282,Crusoe Energy Systems LLC
10362289,CyrusOne Inc.
10234251,"Equinix, Inc."
10362298,CyrusOne Inc.
10343557,Interworks Single Member SA
10362299,CyrusOne Inc.
10097747,"Equinix, Inc."
10343555,Hostmein IKE
10362300,CyrusOne Inc.
10362301,Data Core Innovations
10349820,TasmaNet Pty Ltd
10362302,Dbt-Data LLC
10362303,Dbt-Data LLC
10352374,
10362304,Dbt-Data LLC
10362305,Dbt-Data LLC
10349819,
10352373,NEXTDC Limited
10343879,Datema Bilsim Ticaret Anonim Sirketi
10362290,CyrusOne Inc.
10343894,Doga Bilgi Teknolojileri AS
10341280,Lendlease Group
10362291,CyrusOne Inc.
10352370,"Vantage Data Centers Management Company, LLC"
10349817,Over The Wire Pty Ltd.
10349818,DXN Limited
10362292,CyrusOne Inc.
10220076,"Equinix, Inc."
10362293,CyrusOne Inc.
10352371,"Vantage Data Centers Management Company, LLC"
10362294,CyrusOne Inc.
10362295,CyrusOne Inc.
10362296,CyrusOne Inc.
10362297,CyrusOne Inc.
10352372,
10220077,"Equinix, Inc."
10339317,"Gangcheng Yunlian (Suzhou) Data System Co., Ltd"
10362276,"Compass Datacenters, LLC"
10340750,Verizon Communications Inc.
10343841,Ciklet
10259654,"Aligned Data Centers (Phoenix), LLC"
10362256,"Aligned Data Centers (Phoenix), LLC"
10339327,"Sichuan Shutian Information Technology Co., Ltd."
10362257,"Aligned Data Centers (Phoenix), LLC"
10362258,"Aligned Data Centers (Phoenix), LLC"
10349331,Free Net Business Solutions Sdn Bhd
10183589,Servers Australia Pty Ltd
10343570,Letscloud
10349807,Hostaway Pty Ltd
10362251,"Martin Avenue Properties, LLC"
10340760,DaSTOR LLC
10343576,National Infrastructure for Research and Technology (GR-NET)
10340755,"Fibertech Networks, L.L.C."
10341295,STT Global Data Centres India Private Limited
10349343,Fujitsu Limited
10349338,Fujitsu Limited
10341291,ESR Group Limited
10362252,5C Data Centers Inc.
10362253,5C Data Centers Inc.
10349808,HostExpress
10339322,GDS Holdings Limited
10339325,Meili Cloud
10362254,5C Data Centers Inc.
10362255,"Alerify, Inc."
10043234,Mapletree Industrial Trust
10343573,National Infrastructure for Research and Technology (GR-NET)
10349809,HPC Data Centres
10362259,"Aligned Data Centers (Phoenix), LLC"
10339332,"VNET Group, Inc."
10362269,"CalEthos, Inc."
10359792,"Equinix, Inc."
10250988,"Digital Realty Trust, Inc."
10362270,"CalEthos, Inc."
10341284,SKYY Development
10362271,"CalEthos, Inc."
10362272,Capri Investment Group LLC
10349813,Logic Plus Pty. Ltd.
10349814,On Q Communications Limited
10362273,"Compass Datacenters, LLC"
10362274,"Compass Datacenters, LLC"
10362268,"CalEthos, Inc."
10362267,"CalEthos, Inc."
10362260,"Aligned Data Centers (Phoenix), LLC"
10343566,Lancom
10235536,"STACK Infrastructure, Inc."
10349810,Interactive
10362261,"Aligned Data Centers (Phoenix), LLC"
10341285,GLP International Data Center Holdings Limited
10343564,Lancom
10362262,Applied Digital Corporation
10362275,"Compass Datacenters, LLC"
10362263,Applied Digital Corporation
10349811,Internode Pty Ltd
10349812,Inticon
10349328,Exigent Australia Pty Ltd.
10340176,"Equinix, Inc."
10343855,Comnet Bilgi Iletisim Teknolojileri Tic. A.S.
10343866,Cozumpark
10362265,"Northern Data US DCI Holdco, LLC"
10362266,"CalEthos, Inc."
10339328,"SZZT Electronics CO.,LTD"
10339330,"VNET Group, Inc."
10362264,Applied Digital Corporation
10343447,Center3
10339115,China Mobile Limited
10340916,"TierPoint, LLC"
10349777,"NTT DOCOMO BUSINESS, Inc."
10339144,China Telecom Corporation Limited
10183871,"QuadraNet, Inc."
10343550,Kuwait Data Center
10362090,"Tonaquint Data Centers, LLC"
10362089,"TierPoint, LLC"
10343539,Khazna Data Center Limited
10259505,"Cogent Communications Holdings, Inc."
10184146,NEXTDC Limited
10340926,Internap Holding LLC
10343518,Datamena
10340923,Cohere Cyber Secure
10346953,"Rackspace US, Inc."
10340196,IDC Frontier Inc.
10340195,IDC Frontier Inc.
10339083,China Telecom Corporation Limited
10343530,Khazna Data Center Limited
10259498,"Cogent Communications Holdings, Inc."
10235555,"STACK Infrastructure, Inc."
10340910,CoreSite Realty Corporation
10341349,
10340893,"STACK Infrastructure, Inc."
10338464,"Beijing Qianjing Yunhai Technology Co., Ltd."
10340889,"IPI Partners, LLC"
10349781,Oz Servers Pty Ltd.
10259537,"Cogent Communications Holdings, Inc."
10343577,VTEL Jordan LTD
10349387,Iadvantage Limited
10349778,Oper8 Global Pty Ltd
10343620,Norwegian University of Science and Technology
10343618,Bulk Infrastructure Holding AS
10343559,Zain Data Center
10340191,IDC Frontier Inc.
10340189,IDC Frontier Inc.
10259497,"Cogent Communications Holdings, Inc."
10340905,"Stream Data Centers, L.P."
10259538,"Cogent Communications Holdings, Inc."
10349779,Over The Wire Pty Ltd.
10349780,Over The Wire Pty Ltd.
10247446,"TierPoint, LLC"
10340900,"Vantage Data Centers Management Company, LLC"
10339198,"China United Network Communications Group Co., Ltd."
10339032,"Guangzhou Boda Data Technology Co., Ltd."
10340898,"T5 Data Centers, LLC"
10247501,"T5 Data Centers, LLC"
10343567,FASTtelco
10339169,China Telecom Corporation Limited
10346944,"IPI Partners, LLC"
10339058,"Chongqing Wanrun Photoelectric Co., Ltd."
10343457,Center3
10052947,Mapletree Industrial Trust
10343469,Pacific Controls
10259522,"Cogent Communications Holdings, Inc."
10039314,Mapletree Industrial Trust
10338953,"Huasheng Zhixin (Beijing) Technology Co., Ltd"
10004548,Mapletree Industrial Trust
10349770,Fujitsu Limited
10349771,Hitachi Vantara Limited
10338921,GDS Holdings Limited
10349767,Digital Sense Hosting Pty. Ltd.
10343635,Telenor ASA
10343633,Ssc Networks Norge As
10341359,Asia Digital Infrastructure Pte. Ltd.
10259483,"Cogent Communications Holdings, Inc."
10352507,
10349768,EdgeDC
10349769,Foxtel Holdings Pty Limited
10340214,IDC Frontier Inc.
10340210,IDC Frontier Inc.
10340966,"Rack Bunker Data Centers, LLC."
10338867,"China United Network Communications Group Co., Ltd."
10341356,Asia Digital Infrastructure Pte. Ltd.
10259502,"Cogent Communications Holdings, Inc."
10259532,"Cogent Communications Holdings, Inc."
10226303,"DataBank Holdings, Ltd."
10338900,"China United Network Communications Group Co., Ltd."
10219287,CyrusOne Inc.
10340206,IDC Frontier Inc.
10338980,Meili Cloud
10340199,IDC Frontier Inc.
10340938,Comarch SA
10360020,Green Mountain AS
10349774,iseek Pty Ltd.
10349775,iseek Pty Ltd.
10343497,"STC BAHRAIN BSC CLOSED ""VIVA"""
10259515,"Cogent Communications Holdings, Inc."
10247444,"TierPoint, LLC"
10058433,Mapletree Industrial Trust
10343507,Datamena
10060177,Mapletree Industrial Trust
10340928,"New York Internet, Inc."
10339027,"Chongqing Wanrun Photoelectric Co., Ltd."
10338407,"SZZT Electronics CO.,LTD"
10259518,"Cogent Communications Holdings, Inc."
10036344,Mapletree Industrial Trust
10343630,Global Connect LLC
10343627,ITsjefen AS
10343475,Oman Telecommunications Company SAOG
10343489,Damamax
10259527,"Cogent Communications Holdings, Inc."
10349772,Edge Centres
10349776,iseek Pty Ltd.
10349773,Interactive
10056928,Mapletree Industrial Trust
10341353,Asia Digital Infrastructure Pte. Ltd.
10340203,IDC Frontier Inc.
10340201,IDC Frontier Inc.
10167347,NTT Global Data Centers Preparatory Corporation
10081828,Mapletree Industrial Trust
10338340,"Beijing Qianjing Yunhai Technology Co., Ltd."
10338673,"Shanghai Technology Network Communications Co., Ltd"
10259491,"Cogent Communications Holdings, Inc."
10340942,"Alpharetta DC, LLC"
10362088,"Cogent Communications Holdings, Inc."
10343594,Telecom Italia Sparkle S.p.A.
10339264,GDS Holdings Limited
10340830,"STACK Infrastructure, Inc."
10339152,"STACK Infrastructure, Inc."
10340825,"STACK Infrastructure, Inc."
10343601,
10343682,NaiTel
10349241,"NTT DOCOMO BUSINESS, Inc."
10185120,"T5 Data Centers, LLC"
10341335,Colt Data Centre Services UK Limited
10349292,ZettaNet Pty Ltd
10343602,Global Connect LLC
10093691,"DataBank Holdings, Ltd."
10349790,Patimas Computers Berhad
10339258,"Yuqing County Yunshangyun Network Technology Co., Ltd."
10339260,"Yuqing County Yunshangyun Network Technology Co., Ltd."
10343657,CenterServ
10343670,Khazna Data Center Limited
10362986,"Cogent Communications Holdings, Inc."
10362987,"Cogent Communications Holdings, Inc."
10340836,"Digital Fortress Holdings, Inc."
10349791,Tsg International Limited
10244984,"Cogent Communications Holdings, Inc."
10343731,NEOM Company
10340810,NTT Global Data Centers Preparatory Corporation
10167217,Global Switch Holdings Limited
10343739,NEOM Company
10343757,Center3
10259500,"Cogent Communications Holdings, Inc."
10341333,Digital Edge
10341329,Global Broadband K.K
10340806,NTT Global Data Centers Preparatory Corporation
10340804,NTT Global Data Centers Preparatory Corporation
10349794,CDC Data Centres Pty Ltd
10183592,TPG Telecom Limited
10339268,"Centrin Data Systems Co., Ltd."
10339271,"Centrin Data Systems Co., Ltd."
10339274,China Mobile Limited
10343721,NEOM Company
10340812,NTT Global Data Centers Preparatory Corporation
10339024,"QTS Realty Trust, LLC"
10349792,TPG Telecom Limited
10343695,Qualitynet General Trading & Contracting Company W.L.L.
10339265,GDS Holdings Limited
10259492,"Cogent Communications Holdings, Inc."
10320627,"QTS Realty Trust, LLC"
10339254,"Yuqing County Yunshangyun Network Technology Co., Ltd."
10183603,TPG Telecom Limited
10343598,Telecom Italia Sparkle S.p.A.
10343596,Telecom Italia Sparkle S.p.A.
10349186,Global Switch Holdings Limited
10167216,Global Switch Holdings Limited
10340817,"QTS Realty Trust, LLC"
10339266,"Centrin Data Systems Co., Ltd."
10343706,Umniah Mobile Company PSC
10259536,"Cogent Communications Holdings, Inc."
10179932,"Cogent Communications Holdings, Inc."
10340816,"QTS Realty Trust, LLC"
10349793,TPG Telecom Limited
10340883,EdgeConneX
10340843,"Evocative, Inc."
10259510,"Cogent Communications Holdings, Inc."
10343616,Bulk Infrastructure Holding AS
10340876,Cerulean Global Capital LLC
10339239,"Tianjin Tianzhong Jiangtian Heavy Industry Co., Ltd."
10247385,"DataBank Holdings, Ltd."
10341345,NTT Global Data Centers Preparatory Corporation
10343614,Bluefjords As
10259517,"Cogent Communications Holdings, Inc."
10349784,Verizon Communications Inc.
10349766,Servers Australia Pty Ltd
10183815,"TierPoint, LLC"
10339226,Yiguangyun Data
10339227,China Mobile Limited
10349782,Polaris Data Centre Unit Trust
10349783,CDC Data Centres Pty Ltd
10259501,"Cogent Communications Holdings, Inc."
10339231,China Mobile Limited
10339401,EdgeConneX
10343584,NaiTel
10343597,CtrlS Datacenters Ltd
10349386,Iadvantage Limited
10349385,Iadvantage Limited
10250946,"Digital Realty Trust, Inc."
10235534,"STACK Infrastructure, Inc."
10339233,"Beijing Qianjing Yunhai Technology Co., Ltd."
10339238,Yiguangyun Data
10343612,"Equinix, Inc."
10362091,"TNT Properties, Inc."
10343622,Jordan Mobile Telephone Services JMTS
10184161,"LightEdge Solutions, Inc."
10343605,Orange Business Services SA
10340854,"Cologix, Inc."
10259531,"Cogent Communications Holdings, Inc."
10343647,Batelco (Bahrain Telecommunications Company)
10340184,"Hitachi, Ltd."
10340851,Flexential Inc.
10339253,"Yuqing County Yunshangyun Network Technology Co., Ltd."
10259534,"Cogent Communications Holdings, Inc."
10349788,Hitachi Sunway Information Systems Sdn Bhd
10349789,Huawei S.A.
10339249,China Telecom Corporation Limited
10349332,HKCOLO Limited
10339242,Meili Cloud
10343628,Zajil International Telecom Company K.S.C.C.
10349384,Iadvantage Limited
10349383,Big Data Exchange
10343639,Batelco (Bahrain Telecommunications Company)
10184585,"Cogent Communications Holdings, Inc."
10340865,"Tonaquint Data Centers, LLC"
10178025,"DataBank Holdings, Ltd."
10349785,Vibe Communications Limited
10340846,"QTS Realty Trust, LLC"
10339243,Meili Cloud
10339244,"Beijing Sinnet Technology Co.,Ltd"
10343609,Blix Solutions As
10343607,Orange Business Services SA
10341344,
10362092,"Tonaquint Data Centers, LLC"
10259528,"Cogent Communications Holdings, Inc."
10341338,Colt Data Centre Services UK Limited
10349786,TPG Telecom Limited
10362969,Basis Bay Sdn Bhd
10340857,"Cologix, Inc."
10346938,Digital Crossroad
10339102,"SZZT Electronics CO.,LTD"
10342147,"Amazon.com, Inc."
10341634,Crown Castle Inc.
10189795,"Equinix, Inc."
10352683,Founder Holdings Limited
10341631,Crown Castle Inc.
10352309,
10342057,"Amazon.com, Inc."
10342075,Microsoft Corporation
